popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,is_popular
18,False,0.573,0.964,F,-3.487,minor,0.0801,0.0331,0.0,0.221,0.74,145.061,4/4,unpopular
69,False,0.353,0.686,G,-5.704,minor,0.0534,0.00216,0.0,0.123,0.177,94.47,4/4,popular
43,False,0.461,0.368,G,-10.903,major,0.0309,0.853,2.47e-05,0.118,0.213,119.541,3/4,unpopular
29,False,0.349,0.511,A,-11.655,minor,0.0338,0.0159,0.0,0.151,0.192,130.246,5/4,unpopular
55,False,0.737,0.681,A-sharp_B-flat,-10.063,minor,0.0536,0.0401,0.0011,0.31,0.799,124.023,4/4,popular
0,False,0.605,0.713,F,-5.865,major,0.0381,0.0203,0.0,0.548,0.603,147.166,4/4,unpopular
39,False,0.326,0.31,D,-19.063,minor,0.0908,0.855,0.263,0.148,0.132,176.021,4/4,unpopular
0,False,0.664,0.681,A,-10.967,minor,0.0391,0.0316,0.853,0.125,0.5,120.003,4/4,unpopular
26,False,0.651,0.669,C-sharp_D-flat,-7.285,major,0.0314,0.0357,0.000184,0.181,0.759,138.04,4/4,unpopular
21,False,0.479,0.911,A,-6.739,major,0.0805,0.00103,0.451,0.219,0.488,119.985,4/4,unpopular
19,False,0.567,0.432,A,-8.302,minor,0.0368,0.942,0.0024,0.272,0.705,96.684,4/4,unpopular
27,False,0.729,0.281,A,-10.32,major,0.109,0.867,3.37e-06,0.0801,0.689,135.564,4/4,unpopular
64,False,0.278,0.494,G,-7.853,minor,0.029,0.157,0.000407,0.173,0.527,169.661,4/4,popular
53,False,0.304,0.971,E,-3.226,major,0.0351,0.0594,0.955,0.0799,0.695,127.856,4/4,popular
41,False,0.341,0.604,B,-7.346,minor,0.074,0.325,3.84e-05,0.951,0.244,68.198,4/4,unpopular
22,False,0.519,0.0501,F,-28.361,major,0.0476,0.99,0.859,0.0942,0.502,71.082,4/4,unpopular
49,False,0.611,0.493,C-sharp_D-flat,-8.365,minor,0.0289,0.603,1.92e-05,0.159,0.425,95.995,4/4,unpopular
0,False,0.417,0.682,C-sharp_D-flat,-5.071,major,0.0295,0.0267,0.000669,0.109,0.351,105.542,4/4,unpopular
18,False,0.761,0.901,D,-2.394,major,0.0547,0.0437,0.00274,0.0716,0.617,127.509,4/4,unpopular
38,True,0.726,0.906,F-sharp_G-flat,-4.236,major,0.0767,0.672,0.0,0.337,0.573,132.067,4/4,unpopular
0,False,0.901,0.512,A,-12.077,minor,0.251,0.327,0.001,0.103,0.753,144.968,4/4,unpopular
43,False,0.684,0.993,A-sharp_B-flat,-1.866,minor,0.0977,0.00281,0.332,0.38,0.534,140.025,4/4,unpopular
41,True,0.842,0.637,F-sharp_G-flat,-7.294,minor,0.112,0.186,0.0,0.0956,0.841,115.026,4/4,unpopular
13,False,0.726,0.943,C,-4.48,major,0.0671,0.00234,0.0839,0.196,0.51,128.025,4/4,unpopular
61,False,0.218,0.0293,C,-31.517,major,0.0425,0.951,0.565,0.228,0.037,68.836,3/4,popular
48,False,0.593,0.756,C,-3.829,major,0.129,0.198,0.0,0.104,0.662,174.042,4/4,unpopular
0,False,0.25,0.168,C-sharp_D-flat,-16.789,minor,0.0329,0.822,0.000135,0.136,0.141,107.269,3/4,unpopular
1,False,0.716,0.655,D,-5.999,major,0.0444,0.00857,0.162,0.0572,0.207,125.012,4/4,unpopular
1,False,0.421,0.871,B,-9.193,major,0.0351,0.00608,0.411,0.19,0.384,102.383,4/4,unpopular
48,True,0.397,0.992,D,-4.302,major,0.155,5.93e-06,0.00378,0.706,0.176,119.102,4/4,unpopular
14,False,0.751,0.942,A,-8.2,major,0.0629,0.54,0.875,0.101,0.611,140.054,4/4,unpopular
52,False,0.698,0.795,A-sharp_B-flat,-4.516,minor,0.0337,0.175,0.000752,0.158,0.356,99.987,4/4,popular
44,False,0.469,0.55,F,-9.269,major,0.149,0.749,0.0,0.552,0.749,166.039,4/4,unpopular
60,False,0.786,0.579,D,-14.913,major,0.142,0.186,0.0,0.118,0.481,90.012,4/4,popular
26,False,0.295,0.079,C,-22.973,major,0.0559,0.882,0.33,0.103,0.19,57.715,4/4,unpopular
51,False,0.412,0.371,C,-8.831,major,0.0336,0.435,0.0,0.117,0.206,129.409,3/4,popular
31,False,0.568,0.875,G,-11.244,major,0.0408,0.00172,0.00146,0.379,0.391,112.383,3/4,unpopular
37,False,0.569,0.504,C-sharp_D-flat,-9.076,major,0.0341,0.456,0.0,0.151,0.621,138.191,4/4,unpopular
32,False,0.471,0.497,E,-9.246,major,0.0272,0.172,0.0,0.0914,0.74,89.839,4/4,unpopular
19,False,0.753,0.181,C,-14.772,major,0.0496,0.939,0.0,0.217,0.868,137.373,4/4,unpopular
20,False,0.586,0.733,A-sharp_B-flat,-4.416,major,0.0284,0.703,4.91e-06,0.101,0.468,95.999,4/4,unpopular
37,True,0.6,0.461,D-sharp_E-flat,-8.879,minor,0.035,0.229,0.0,0.047,0.173,115.964,4/4,unpopular
19,False,0.683,0.783,E,-6.101,minor,0.313,0.0667,0.0,0.299,0.72,92.932,4/4,unpopular
32,False,0.555,0.596,C,-7.278,major,0.0298,0.665,1.05e-05,0.108,0.352,94.2,4/4,unpopular
21,False,0.469,0.923,F,-1.706,major,0.066,0.463,0.0,0.222,0.501,138.1,4/4,unpopular
60,False,0.531,0.587,F-sharp_G-flat,-6.995,major,0.0328,0.271,0.0,0.228,0.208,93.023,4/4,popular
2,True,0.854,0.682,G,-5.212,major,0.053,0.335,0.000926,0.0569,0.507,140.019,4/4,unpopular
27,False,0.619,0.923,A,-4.85,minor,0.0293,0.0121,0.0183,0.128,0.265,131.972,4/4,unpopular
0,False,0.536,0.605,G,-5.292,major,0.0338,0.141,0.0,0.0614,0.341,130.053,4/4,unpopular
56,False,0.583,0.94,G,-3.05,major,0.0551,0.0476,0.000206,0.0524,0.378,127.009,4/4,popular
49,False,0.522,0.551,D,-6.908,minor,0.0339,0.275,0.0,0.123,0.158,120.976,4/4,unpopular
51,False,0.365,0.806,G-sharp_A-flat,-8.948,major,0.0849,0.0518,0.52,0.135,0.388,167.383,4/4,popular
40,False,0.63,0.612,D-sharp_E-flat,-4.927,major,0.0255,0.0309,4.17e-06,0.248,0.358,107.965,4/4,unpopular
1,False,0.503,0.849,F,-2.709,major,0.0615,0.00428,0.0,0.0667,0.762,165.096,4/4,unpopular
0,False,0.369,0.192,E,-12.151,minor,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3/4,unpopular
0,False,0.677,0.804,C-sharp_D-flat,-5.337,minor,0.0677,0.0818,1.92e-05,0.158,0.41,122.111,4/4,unpopular
0,False,0.685,0.921,C-sharp_D-flat,-7.724,major,0.0501,0.386,0.935,0.0806,0.328,124.984,3/4,unpopular
27,False,0.25,0.125,G-sharp_A-flat,-16.411,major,0.0317,0.849,0.000485,0.0835,0.0748,89.261,3/4,unpopular
0,False,0.503,0.582,C,-4.324,major,0.0253,0.472,0.0,0.103,0.326,77.321,4/4,unpopular
34,False,0.734,0.348,A,-11.676,major,0.0673,0.708,0.87,0.108,0.218,79.983,3/4,unpopular
25,False,0.731,0.663,E,-14.493,major,0.0538,0.364,0.487,0.0892,0.964,79.159,4/4,unpopular
15,False,0.629,0.487,B,-16.156,minor,0.0467,0.137,0.9,0.0849,0.559,74.973,4/4,unpopular
20,False,0.502,0.837,G,-4.582,major,0.032,0.000239,3.11e-06,0.183,0.705,145.139,4/4,unpopular
0,False,0.69,0.48,A-sharp_B-flat,-7.503,major,0.0816,0.369,0.0,0.0649,0.286,80.025,4/4,unpopular
24,False,0.443,0.986,B,-3.485,minor,0.121,0.00153,0.000851,0.981,0.287,154.001,4/4,unpopular
32,False,0.176,0.939,E,-5.363,major,0.0995,0.0155,0.00966,0.849,0.553,188.798,4/4,unpopular
20,True,0.575,0.485,D,-9.172,major,0.036,0.704,0.0,0.074,0.758,162.134,4/4,unpopular
18,False,0.716,0.638,G-sharp_A-flat,-8.76,major,0.0425,0.00413,0.696,0.471,0.575,90.987,4/4,unpopular
29,False,0.705,0.465,F,-6.449,major,0.0302,0.677,0.0,0.215,0.811,130.977,4/4,unpopular
37,False,0.546,0.522,B,-7.764,minor,0.0264,0.00291,8.34e-05,0.327,0.266,81.435,4/4,unpopular
30,False,0.454,0.868,E,-4.384,minor,0.0425,0.00731,1e-05,0.142,0.387,129.894,4/4,unpopular
1,False,0.904,0.817,G-sharp_A-flat,-3.956,major,0.0871,0.0254,0.000141,0.232,0.753,101.988,4/4,unpopular
21,False,0.627,0.333,C,-6.952,major,0.04,0.93,0.00352,0.123,0.679,103.32,4/4,unpopular
36,False,0.526,0.864,F-sharp_G-flat,-3.833,minor,0.0544,0.0704,0.0,0.252,0.838,104.734,4/4,unpopular
43,False,0.523,0.898,A,-6.235,minor,0.13,0.0742,0.0,0.862,0.608,103.008,4/4,unpopular
41,False,0.576,0.857,F-sharp_G-flat,-6.896,minor,0.0594,0.486,0.0,0.984,0.677,93.249,4/4,unpopular
3,False,0.559,0.972,F-sharp_G-flat,-3.524,major,0.0639,0.0198,6.4e-06,0.393,0.92,82.336,4/4,unpopular
0,False,0.706,0.798,F,-4.733,minor,0.0374,0.00416,0.00283,0.106,0.812,103.017,4/4,unpopular
21,False,0.453,0.778,C-sharp_D-flat,-5.626,minor,0.0367,0.00033,0.0,0.122,0.133,159.676,4/4,unpopular
20,False,0.598,0.971,A,-4.895,minor,0.0374,7.21e-06,0.896,0.321,0.664,116.035,5/4,unpopular
70,False,0.671,0.256,G,-10.743,major,0.0387,0.608,0.0,0.0737,0.694,115.871,4/4,popular
26,False,0.362,0.568,C,-9.879,major,0.0439,0.018,0.0,0.172,0.282,147.518,4/4,unpopular
27,False,0.775,0.874,F,-2.944,minor,0.0582,0.479,0.0,0.131,0.968,97.03,4/4,unpopular
48,False,0.619,0.484,C-sharp_D-flat,-8.715,major,0.0572,0.116,0.000121,0.19,0.61,90.916,4/4,unpopular
39,False,0.647,0.68,A-sharp_B-flat,-6.358,major,0.0243,0.000778,0.000151,0.0574,0.218,111.042,4/4,unpopular
32,False,0.612,0.792,F-sharp_G-flat,-5.799,major,0.0456,0.00059,0.0,0.079,0.484,119.982,4/4,unpopular
51,False,0.725,0.462,D-sharp_E-flat,-11.786,major,0.0413,0.231,0.019,0.0775,0.704,107.986,4/4,popular
37,False,0.564,0.818,G-sharp_A-flat,-5.118,major,0.0559,0.255,1.91e-05,0.092,0.341,95.016,4/4,unpopular
21,True,0.416,0.991,G,-3.203,major,0.161,0.0808,0.393,0.395,0.255,173.981,4/4,unpopular
57,False,0.665,0.864,G,-3.451,major,0.147,0.0533,0.0295,0.389,0.278,173.007,4/4,popular
0,False,0.222,0.0456,A-sharp_B-flat,-20.891,minor,0.0385,0.993,0.964,0.231,0.0882,128.691,4/4,unpopular
43,True,0.852,0.745,D-sharp_E-flat,-6.821,minor,0.221,0.772,1.73e-05,0.116,0.779,123.038,4/4,unpopular
4,False,0.691,0.894,A,-1.681,minor,0.115,0.291,0.0,0.104,0.623,184.018,4/4,unpopular
44,False,0.674,0.437,C,-14.639,major,0.0297,0.414,0.0996,0.0713,0.844,117.738,4/4,unpopular
30,False,0.725,0.793,A,-6.776,minor,0.179,0.0108,0.0,0.212,0.887,150.062,4/4,unpopular
54,True,0.591,0.805,C,-5.235,major,0.271,0.64,0.0,0.143,0.283,136.629,4/4,popular
52,False,0.589,0.522,A,-10.649,major,0.0391,0.642,2.74e-05,0.0992,0.31,109.094,4/4,popular
0,False,0.346,0.605,D-sharp_E-flat,-7.059,minor,0.0794,0.188,0.0,0.241,0.747,202.175,4/4,unpopular
34,True,0.841,0.661,G-sharp_A-flat,-8.333,major,0.188,0.474,0.000322,0.276,0.533,97.992,4/4,unpopular
42,False,0.45,0.446,F-sharp_G-flat,-10.258,major,0.035,0.825,0.0,0.603,0.311,126.762,4/4,unpopular
72,False,0.599,0.79,E,-3.58,major,0.043,0.00257,0.00181,0.312,0.961,103.783,4/4,popular
0,False,0.609,0.83,B,-3.229,minor,0.0552,0.117,0.0,0.18,0.478,128.986,4/4,unpopular
49,False,0.77,0.767,F-sharp_G-flat,-6.978,major,0.0335,0.00737,0.000894,0.0716,0.486,119.995,4/4,unpopular
38,False,0.486,0.884,C,-5.148,major,0.0818,0.353,0.0,0.377,0.787,114.415,4/4,unpopular
18,False,0.775,0.688,G,-7.105,major,0.0471,0.0791,0.847,0.129,0.529,94.62,4/4,unpopular
24,False,0.633,0.431,C,-13.602,major,0.034,0.424,0.405,0.1,0.683,118.756,4/4,unpopular
55,False,0.169,0.0722,C-sharp_D-flat,-19.226,major,0.0393,0.844,2.47e-05,0.114,0.113,46.168,4/4,popular
40,False,0.763,0.533,F-sharp_G-flat,-11.012,minor,0.0489,0.779,7.32e-05,0.182,0.597,145.004,4/4,unpopular
50,False,0.575,0.216,C,-11.18,major,0.0331,0.905,2.5e-06,0.0991,0.309,82.941,4/4,unpopular
39,False,0.746,0.55,E,-10.943,minor,0.0474,0.000741,0.889,0.0904,0.532,120.006,4/4,unpopular
29,False,0.535,0.931,G-sharp_A-flat,-5.096,major,0.0439,0.00386,2.6e-05,0.087,0.626,137.972,4/4,unpopular
0,False,0.704,0.833,F-sharp_G-flat,-4.667,minor,0.0716,0.00312,0.876,0.0919,0.205,128.992,4/4,unpopular
49,False,0.461,0.614,D,-8.407,minor,0.0341,0.00307,0.743,0.104,0.149,171.929,4/4,unpopular
67,False,0.359,0.955,E,-2.323,minor,0.12,0.00116,0.0,0.349,0.446,170.033,4/4,popular
44,False,0.83,0.604,C,-5.25,minor,0.0355,0.563,0.00108,0.221,0.82,144.008,4/4,unpopular
2,False,0.524,0.586,F-sharp_G-flat,-5.778,major,0.0273,0.375,0.0,0.11,0.416,101.006,3/4,unpopular
0,False,0.735,0.852,D,-4.307,major,0.0441,0.000224,0.669,0.424,0.689,124.001,4/4,unpopular
56,False,0.505,0.644,G,-4.876,minor,0.144,0.845,0.0,0.0662,0.57,112.88,4/4,popular
29,False,0.423,0.362,A-sharp_B-flat,-6.906,major,0.0451,0.889,4.07e-06,0.087,0.364,174.173,3/4,unpopular
75,False,0.807,0.803,B,-4.156,major,0.126,0.602,0.00853,0.136,0.706,91.987,4/4,popular
34,False,0.662,0.448,D-sharp_E-flat,-10.912,major,0.0346,0.359,3.9e-05,0.246,0.788,170.71,4/4,unpopular
0,False,0.359,0.927,E,-4.906,minor,0.0676,2.68e-05,0.00843,0.0947,0.316,154.071,4/4,unpopular
26,False,0.68,0.84,E,-11.69,minor,0.033,0.113,0.0,0.0472,0.627,106.502,4/4,unpopular
2,False,0.441,0.986,C,-2.466,major,0.116,0.038,0.000781,0.0998,0.184,123.974,4/4,unpopular
0,False,0.474,0.325,E,-6.427,minor,0.0515,0.841,0.0,0.696,0.381,112.241,4/4,unpopular
0,False,0.529,0.903,D,-4.396,minor,0.0483,3.31e-05,0.182,0.259,0.746,129.986,4/4,unpopular
0,False,0.417,0.88,G,-4.022,major,0.0521,0.167,0.0,0.0755,0.579,149.987,4/4,unpopular
50,False,0.547,0.599,B,-8.174,minor,0.0301,0.00396,0.409,0.0847,0.0571,120.054,4/4,unpopular
26,False,0.557,0.919,G,-2.136,major,0.141,0.00285,0.00019,0.113,0.181,180.003,4/4,unpopular
17,False,0.727,0.481,G-sharp_A-flat,-10.002,major,0.0554,0.0266,0.821,0.094,0.451,147.327,4/4,unpopular
37,False,0.442,0.0561,G,-17.849,major,0.0318,0.932,0.934,0.109,0.141,96.887,4/4,unpopular
46,False,0.493,0.834,A,-6.97,major,0.0534,0.61,0.0,0.975,0.495,155.864,4/4,unpopular
11,False,0.522,0.328,D,-8.066,major,0.0763,0.969,0.0,0.891,0.896,166.416,4/4,unpopular
18,False,0.0671,0.96,A,-4.991,minor,0.1,8.34e-06,0.78,0.0986,0.0388,60.157,4/4,unpopular
46,False,0.313,0.47,C-sharp_D-flat,-11.142,major,0.0376,0.847,5.86e-06,0.0663,0.718,86.684,4/4,unpopular
56,False,0.506,0.948,A-sharp_B-flat,-5.626,major,0.105,0.727,0.0,0.0904,0.934,130.195,4/4,popular
40,False,0.689,0.6,A-sharp_B-flat,-10.69,major,0.0416,0.526,2.43e-06,0.112,0.969,164.091,4/4,unpopular
12,False,0.652,0.404,G-sharp_A-flat,-8.461,minor,0.0723,0.867,0.743,0.117,0.343,175.578,4/4,unpopular
23,False,0.282,0.438,D,-11.036,minor,0.0503,0.863,0.225,0.0934,0.197,143.26,4/4,unpopular
0,False,0.325,0.929,E,-3.928,major,0.0865,0.000271,5.93e-05,0.418,0.294,95.384,4/4,unpopular
24,False,0.553,0.773,F,-6.446,major,0.0343,0.173,0.865,0.185,0.597,96.617,4/4,unpopular
1,False,0.14,0.973,C-sharp_D-flat,-4.57,major,0.117,1.79e-06,0.836,0.101,0.0952,162.686,4/4,unpopular
51,False,0.667,0.442,C-sharp_D-flat,-7.069,minor,0.291,0.148,0.0,0.102,0.526,107.092,4/4,popular
74,False,0.434,0.563,B,-6.784,major,0.0268,0.0197,0.000824,0.128,0.275,104.183,4/4,popular
7,False,0.59,0.661,G-sharp_A-flat,-18.084,major,0.0424,0.168,0.876,0.14,0.238,130.605,4/4,unpopular
11,False,0.775,0.974,A-sharp_B-flat,-7.503,minor,0.0525,0.12,0.824,0.105,0.139,135.276,4/4,unpopular
16,False,0.469,0.452,F,-8.816,major,0.0367,0.851,1.43e-05,0.348,0.516,115.209,4/4,unpopular
0,False,0.225,0.117,E,-24.971,minor,0.0488,0.968,0.867,0.103,0.275,160.017,3/4,unpopular
11,False,0.607,0.259,G,-12.576,major,0.0266,0.957,6.7e-05,0.193,0.535,102.19,4/4,unpopular
0,False,0.426,0.0331,C-sharp_D-flat,-22.214,major,0.0483,0.991,0.897,0.0922,0.063,133.71,4/4,unpopular
19,False,0.404,0.964,F,-1.819,major,0.0811,0.000261,0.0332,0.0663,0.246,125.01,4/4,unpopular
48,False,0.759,0.389,B,-13.917,minor,0.0648,0.00171,0.00175,0.1,0.68,136.059,4/4,unpopular
0,False,0.53,0.835,A,-3.69,major,0.11,0.0453,0.0,0.0637,0.471,166.02,4/4,unpopular
47,False,0.696,0.899,C,-3.72,major,0.0441,0.00543,0.745,0.122,0.0807,127.993,4/4,unpopular
24,False,0.696,0.898,G,-3.885,major,0.04,0.00179,0.0,0.0879,0.593,131.023,4/4,unpopular
53,False,0.477,0.784,G-sharp_A-flat,-3.598,major,0.0549,0.108,0.0,0.135,0.504,79.887,4/4,popular
1,False,0.714,0.243,C,-13.513,major,0.0478,0.646,0.212,0.11,0.504,125.834,4/4,unpopular
37,False,0.554,0.683,F,-6.461,major,0.032,0.345,5.04e-05,0.924,0.3,117.989,4/4,unpopular
45,False,0.627,0.755,C-sharp_D-flat,-7.236,major,0.115,0.641,0.0,0.973,0.891,93.984,4/4,unpopular
10,False,0.628,0.277,D-sharp_E-flat,-19.201,major,0.05,0.963,0.963,0.118,0.644,160.081,4/4,unpopular
21,False,0.832,0.84,A,-7.471,major,0.0592,0.0141,0.904,0.0742,0.33,140.987,4/4,unpopular
63,False,0.49,0.774,C,-5.436,minor,0.0604,0.00305,8.16e-05,0.12,0.297,153.048,4/4,popular
26,False,0.697,0.864,G,-3.469,major,0.122,0.149,0.0,0.275,0.409,139.861,4/4,unpopular
41,False,0.854,0.674,A,-6.434,major,0.143,0.0565,5.88e-06,0.0793,0.65,113.031,4/4,unpopular
47,False,0.713,0.656,A,-9.25,minor,0.252,0.344,0.0,0.0703,0.328,159.995,4/4,unpopular
37,False,0.432,0.596,G,-8.861,minor,0.0364,0.744,0.0,0.317,0.612,84.974,4/4,unpopular
36,False,0.523,0.726,D,-10.572,major,0.0906,0.734,1.13e-06,0.937,0.694,107.887,4/4,unpopular
60,False,0.672,0.666,F,-6.534,minor,0.156,0.0362,0.0,0.323,0.832,150.111,4/4,popular
0,False,0.558,0.341,A,-8.722,minor,0.0452,0.727,0.0,0.0601,0.638,138.656,3/4,unpopular
39,False,0.658,0.631,B,-10.12,minor,0.0294,0.11,7.33e-05,0.568,0.727,131.763,4/4,unpopular
37,False,0.353,0.721,C,-6.482,major,0.0549,0.218,1.03e-06,0.778,0.259,73.993,4/4,unpopular
0,False,0.681,0.461,A,-10.577,major,0.0379,0.51,0.00223,0.0948,0.327,124.999,4/4,unpopular
11,False,0.544,0.318,E,-11.036,major,0.0357,0.883,0.0,0.161,0.535,114.294,4/4,unpopular
61,True,0.615,0.858,C,-3.3,major,0.0396,0.00393,0.0,0.0789,0.323,97.038,4/4,popular
43,False,0.718,0.646,G-sharp_A-flat,-8.211,minor,0.275,0.457,0.234,0.179,0.812,80.233,4/4,unpopular
0,False,0.483,0.404,G,-11.487,major,0.13,0.73,2.03e-05,0.0878,0.311,117.745,4/4,unpopular
20,False,0.259,0.222,F-sharp_G-flat,-22.052,minor,0.0313,0.017,0.79,0.112,0.0909,99.882,3/4,unpopular
34,False,0.676,0.909,C-sharp_D-flat,-5.414,major,0.0451,4.8e-05,0.00269,0.107,0.317,129.982,4/4,unpopular
80,False,0.468,0.627,F-sharp_G-flat,-5.085,major,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,4/4,popular
66,False,0.511,0.767,D,-5.699,major,0.0524,0.651,0.0,0.153,0.463,79.923,4/4,popular
43,False,0.717,0.772,D-sharp_E-flat,-6.544,minor,0.0695,0.0154,1.91e-05,0.0584,0.757,149.984,4/4,unpopular
24,False,0.21,0.143,C,-19.186,major,0.0406,0.933,0.921,0.124,0.0791,141.555,3/4,unpopular
44,False,0.285,0.315,B,-10.124,major,0.0344,0.79,3.67e-05,0.096,0.175,79.886,4/4,unpopular
59,False,0.813,0.668,G-sharp_A-flat,-6.834,major,0.096,0.00673,0.0912,0.362,0.495,124.01,4/4,popular
71,False,0.537,0.712,F,-5.597,major,0.0286,0.289,0.00568,0.08,0.704,159.871,4/4,popular
41,False,0.407,0.422,E,-7.606,major,0.0281,0.505,0.0,0.0935,0.25,137.654,4/4,unpopular
57,False,0.393,0.935,C-sharp_D-flat,-2.052,minor,0.0823,0.0198,0.0,0.354,0.68,177.862,4/4,popular
55,False,0.625,0.482,C,-7.504,minor,0.0261,0.717,0.823,0.113,0.182,147.984,4/4,popular
42,False,0.527,0.681,G-sharp_A-flat,-7.765,major,0.0616,0.187,0.0,0.113,0.606,154.518,4/4,unpopular
28,False,0.56,0.667,C-sharp_D-flat,-7.877,minor,0.122,0.218,0.0,0.108,0.485,174.074,4/4,unpopular
30,False,0.571,0.696,A,-8.688,major,0.0739,0.14,0.0,0.0973,0.662,155.133,4/4,unpopular
4,True,0.437,0.592,C,-9.726,major,0.299,0.181,6.45e-06,0.331,0.632,75.493,3/4,unpopular
17,False,0.779,0.475,F-sharp_G-flat,-10.137,minor,0.069,0.0021,0.633,0.0815,0.147,91.92,4/4,unpopular
55,False,0.603,0.738,G,-5.464,minor,0.0646,0.037,2.24e-06,0.16,0.327,132.047,4/4,popular
32,False,0.603,0.721,C-sharp_D-flat,-7.534,minor,0.0326,0.0147,0.00185,0.082,0.546,124.021,4/4,unpopular
57,True,0.524,0.97,D,-3.324,major,0.0454,0.00011,0.0,0.113,0.66,161.961,4/4,popular
64,True,0.562,0.47,D,-10.722,major,0.0717,0.455,0.0,0.113,0.271,159.728,4/4,popular
37,False,0.698,0.641,G,-10.414,minor,0.0395,0.633,0.000208,0.236,0.705,167.507,4/4,unpopular
78,True,0.825,0.736,G,-5.55,major,0.0913,0.0822,0.0,0.158,0.508,92.028,4/4,popular
21,False,0.705,0.669,B,-10.548,minor,0.0286,0.0728,0.00125,0.176,0.855,107.607,4/4,unpopular
18,False,0.653,0.468,C,-9.215,major,0.0274,0.531,0.0,0.138,0.815,94.178,4/4,unpopular
30,False,0.62,0.585,G,-7.233,minor,0.0312,0.244,0.0,0.175,0.391,124.137,4/4,unpopular
39,False,0.273,0.678,C,-6.427,major,0.0531,0.404,7.04e-06,0.702,0.384,188.337,4/4,unpopular
23,False,0.177,0.969,A,-3.2,major,0.194,0.00219,1.53e-06,0.0624,0.268,162.365,4/4,unpopular
21,False,0.761,0.756,G,-7.656,major,0.0354,0.00953,0.017,0.126,0.702,126.122,4/4,unpopular
47,False,0.794,0.33,A-sharp_B-flat,-10.245,minor,0.0686,0.377,0.0813,0.0772,0.329,86.939,4/4,unpopular
51,False,0.513,0.975,C-sharp_D-flat,-4.754,minor,0.116,1.46e-05,0.626,0.245,0.143,102.465,4/4,popular
45,False,0.3,0.546,C-sharp_D-flat,-7.708,major,0.0405,0.714,3.34e-06,0.0897,0.274,154.533,4/4,unpopular
55,True,0.648,0.895,A-sharp_B-flat,-3.187,major,0.28,0.195,0.00132,0.0335,0.817,82.122,4/4,popular
21,True,0.617,0.803,C-sharp_D-flat,-2.357,major,0.0692,0.011,0.0,0.235,0.523,119.985,4/4,unpopular
0,False,0.541,0.753,C,-6.512,major,0.0511,0.0677,0.0,0.108,0.572,149.743,4/4,unpopular
52,False,0.471,0.497,C-sharp_D-flat,-8.923,major,0.0282,0.0236,0.0,0.0874,0.349,141.834,4/4,popular
0,False,0.514,0.886,G,-5.67,major,0.033,0.143,2.09e-06,0.0958,0.831,138.635,4/4,unpopular
31,False,0.234,0.99,E,-5.627,major,0.0825,2.53e-05,0.213,0.343,0.21,92.245,4/4,unpopular
68,False,0.822,0.446,G,-8.899,minor,0.0321,0.486,0.00102,0.147,0.654,119.994,4/4,popular
34,False,0.478,0.28,D-sharp_E-flat,-11.649,major,0.0444,0.69,0.909,0.315,0.223,98.263,4/4,unpopular
42,False,0.315,0.253,D,-10.343,major,0.034,0.813,0.0,0.172,0.195,129.978,4/4,unpopular
0,False,0.673,0.712,B,-7.858,minor,0.0273,0.159,0.0,0.183,0.912,113.061,4/4,unpopular
52,False,0.575,0.295,B,-12.584,major,0.0326,0.484,0.703,0.0639,0.394,144.366,3/4,popular
42,False,0.554,0.579,C-sharp_D-flat,-7.293,major,0.0401,0.579,0.0,0.973,0.638,139.754,4/4,unpopular
50,False,0.567,0.494,G,-11.309,major,0.046,0.245,0.00132,0.712,0.547,175.448,4/4,unpopular
0,False,0.742,0.684,B,-6.543,minor,0.137,0.139,0.0,0.115,0.547,133.593,4/4,unpopular
0,False,0.683,0.514,F,-9.168,minor,0.252,0.325,0.0,0.161,0.654,122.097,4/4,unpopular
10,False,0.718,0.634,C-sharp_D-flat,-5.543,minor,0.0445,0.135,0.00594,0.117,0.511,159.998,4/4,unpopular
46,False,0.156,0.737,G,-5.273,minor,0.0512,0.00393,0.000185,0.122,0.275,134.091,4/4,unpopular
6,False,0.622,0.741,G,-11.801,major,0.0504,0.00661,0.0103,0.0943,0.726,118.117,4/4,unpopular
61,False,0.571,0.757,B,-5.892,minor,0.0334,0.00114,0.729,0.15,0.176,138.982,4/4,popular
0,False,0.461,0.563,E,-9.325,minor,0.0605,0.358,0.0,0.302,0.477,138.571,4/4,unpopular
0,False,0.61,0.889,E,-5.452,minor,0.0585,0.000794,0.0865,0.0657,0.506,139.903,4/4,unpopular
47,False,0.873,0.592,D,-5.788,major,0.0431,0.365,0.0,0.721,0.265,113.947,4/4,unpopular
19,False,0.451,0.436,A-sharp_B-flat,-8.206,major,0.0242,0.413,1.28e-06,0.161,0.181,150.473,4/4,unpopular
76,False,0.573,0.539,D,-6.091,minor,0.0322,0.0162,1.16e-05,0.105,0.39,75.012,4/4,popular
22,False,0.676,0.923,C-sharp_D-flat,-3.119,major,0.148,0.0138,0.0,0.212,0.58,140.154,4/4,unpopular
0,False,0.386,0.384,A-sharp_B-flat,-12.716,major,0.0426,0.679,0.0,0.116,0.791,146.387,4/4,unpopular
